,datas,exames
602,2020-06-18 12:00:00,1
603,2020-06-18 15:00:00,1
604,2020-06-18 18:00:00,1
605,2020-06-19 00:00:00,8792
606,2020-06-19 03:00:00,21
607,2020-06-19 06:00:00,19
608,2020-06-19 09:00:00,3
609,2020-06-19 12:00:00,2
610,2020-06-19 18:00:00,1
611,2020-06-19 21:00:00,1
612,2020-06-20 00:00:00,3654
613,2020-06-20 03:00:00,13
614,2020-06-20 06:00:00,9
615,2020-06-20 09:00:00,3
616,2020-06-20 12:00:00,3
617,2020-06-20 18:00:00,1
618,2020-06-21 00:00:00,1340
619,2020-06-21 03:00:00,15
620,2020-06-21 06:00:00,11
621,2020-06-21 09:00:00,5
622,2020-06-21 12:00:00,1
623,2020-06-21 15:00:00,1
624,2020-06-21 18:00:00,1
625,2020-06-22 00:00:00,9987
626,2020-06-22 03:00:00,28
627,2020-06-22 06:00:00,15
628,2020-06-22 09:00:00,6
629,2020-06-23 00:00:00,8347
630,2020-06-23 03:00:00,18
631,2020-06-23 06:00:00,10
632,2020-06-23 12:00:00,4
633,2020-06-23 15:00:00,1
634,2020-06-24 00:00:00,7773
635,2020-06-24 03:00:00,13
636,2020-06-24 06:00:00,15
637,2020-06-24 09:00:00,1
638,2020-06-24 12:00:00,2
639,2020-06-25 00:00:00,9288
640,2020-06-25 03:00:00,17
641,2020-06-25 06:00:00,18
642,2020-06-25 09:00:00,5
643,2020-06-25 12:00:00,3
644,2020-06-25 15:00:00,1
645,2020-06-25 18:00:00,1
646,2020-06-26 00:00:00,9782
647,2020-06-26 03:00:00,21
648,2020-06-26 06:00:00,12
649,2020-06-26 09:00:00,6
650,2020-06-26 12:00:00,4
651,2020-06-27 00:00:00,3410
652,2020-06-27 03:00:00,15
653,2020-06-27 06:00:00,11
654,2020-06-27 09:00:00,1
655,2020-06-27 12:00:00,2
656,2020-06-27 15:00:00,1
657,2020-06-27 18:00:00,1
658,2020-06-28 00:00:00,1287
659,2020-06-28 03:00:00,15
660,2020-06-28 06:00:00,9
661,2020-06-28 09:00:00,4
662,2020-06-28 12:00:00,1
663,2020-06-28 15:00:00,1
664,2020-06-29 00:00:00,9077
665,2020-06-29 03:00:00,26
666,2020-06-29 06:00:00,8
667,2020-06-29 09:00:00,3
668,2020-06-29 12:00:00,2
669,2020-06-29 15:00:00,1
670,2020-06-30 00:00:00,9595
671,2020-06-30 03:00:00,15
672,2020-06-30 06:00:00,8
673,2020-06-30 09:00:00,3
674,2020-06-30 12:00:00,3
675,2020-07-01 00:00:00,8713
676,2020-07-01 03:00:00,26
677,2020-07-01 06:00:00,8
678,2020-07-01 09:00:00,3
679,2020-07-01 12:00:00,3
680,2020-07-01 15:00:00,1
681,2020-07-02 00:00:00,9184
682,2020-07-02 03:00:00,21
683,2020-07-02 06:00:00,10
684,2020-07-02 09:00:00,3
685,2020-07-02 12:00:00,1
686,2020-07-03 00:00:00,8460
687,2020-07-03 03:00:00,13
688,2020-07-03 06:00:00,12
689,2020-07-03 09:00:00,4
690,2020-07-03 12:00:00,1
691,2020-07-03 15:00:00,1
692,2020-07-03 21:00:00,1
693,2020-07-04 00:00:00,2982
694,2020-07-04 03:00:00,18
695,2020-07-04 06:00:00,8
696,2020-07-04 09:00:00,4
697,2020-07-05 00:00:00,1249
698,2020-07-05 03:00:00,16
699,2020-07-05 06:00:00,9
700,2020-07-05 09:00:00,5
701,2020-07-05 12:00:00,3
702,2020-07-06 00:00:00,9218
703,2020-07-06 03:00:00,19
704,2020-07-06 06:00:00,12
705,2020-07-06 09:00:00,7
706,2020-07-06 12:00:00,2
707,2020-07-07 00:00:00,8594
708,2020-07-07 03:00:00,18
709,2020-07-07 06:00:00,8
710,2020-07-07 09:00:00,4
711,2020-07-07 12:00:00,2
712,2020-07-08 00:00:00,8566
713,2020-07-08 03:00:00,19
714,2020-07-08 06:00:00,14
715,2020-07-08 09:00:00,4
716,2020-07-08 12:00:00,3
717,2020-07-09 00:00:00,9038
718,2020-07-09 03:00:00,9
719,2020-07-09 06:00:00,8
720,2020-07-09 09:00:00,4
721,2020-07-10 00:00:00,9594
722,2020-07-10 03:00:00,17
723,2020-07-10 06:00:00,6
724,2020-07-10 12:00:00,1
725,2020-07-11 00:00:00,2630
726,2020-07-11 03:00:00,10
727,2020-07-11 06:00:00,6
728,2020-07-11 09:00:00,2
729,2020-07-11 12:00:00,1
730,2020-07-12 00:00:00,1217
731,2020-07-12 03:00:00,11
732,2020-07-12 06:00:00,6
733,2020-07-12 09:00:00,2
734,2020-07-12 12:00:00,1
735,2020-07-13 00:00:00,9291
736,2020-07-13 03:00:00,7
737,2020-07-13 06:00:00,10
738,2020-07-13 09:00:00,2
739,2020-07-13 15:00:00,1
740,2020-07-13 18:00:00,1
741,2020-07-14 00:00:00,8433
742,2020-07-14 03:00:00,11
743,2020-07-14 06:00:00,6
744,2020-07-14 09:00:00,2
745,2020-07-14 12:00:00,1
746,2020-07-14 18:00:00,1
747,2020-07-15 00:00:00,8942
748,2020-07-15 03:00:00,28
749,2020-07-15 06:00:00,7
750,2020-07-15 09:00:00,3
751,2020-07-15 12:00:00,1
752,2020-07-16 00:00:00,8903
753,2020-07-16 03:00:00,13
754,2020-07-16 06:00:00,13
755,2020-07-16 09:00:00,7
756,2020-07-17 00:00:00,8895
757,2020-07-17 03:00:00,14
758,2020-07-17 06:00:00,14
759,2020-07-17 09:00:00,3
760,2020-07-17 12:00:00,1
761,2020-07-18 00:00:00,3060
762,2020-07-18 03:00:00,6
763,2020-07-18 06:00:00,3
764,2020-07-18 09:00:00,3
765,2020-07-18 15:00:00,1
766,2020-07-19 00:00:00,1262
767,2020-07-19 03:00:00,6
768,2020-07-19 06:00:00,7
769,2020-07-19 09:00:00,2
770,2020-07-19 15:00:00,1
771,2020-07-20 00:00:00,9403
772,2020-07-20 03:00:00,20
773,2020-07-20 06:00:00,7
774,2020-07-20 09:00:00,1
775,2020-07-20 12:00:00,1
776,2020-07-21 00:00:00,8581
777,2020-07-21 03:00:00,18
778,2020-07-21 06:00:00,8
779,2020-07-21 09:00:00,2
780,2020-07-21 12:00:00,1
781,2020-07-22 00:00:00,7375
782,2020-07-22 03:00:00,14
783,2020-07-22 06:00:00,7
784,2020-07-22 09:00:00,3
785,2020-07-22 12:00:00,1
786,2020-07-23 00:00:00,7308
787,2020-07-23 03:00:00,14
788,2020-07-23 06:00:00,5
789,2020-07-23 09:00:00,3
790,2020-07-23 12:00:00,1
791,2020-07-24 00:00:00,8044
792,2020-07-24 03:00:00,7
793,2020-07-24 06:00:00,6
794,2020-07-24 09:00:00,2
795,2020-07-24 12:00:00,1
796,2020-07-24 15:00:00,1
797,2020-07-25 00:00:00,2419
798,2020-07-25 03:00:00,7
799,2020-07-25 06:00:00,5
800,2020-07-25 12:00:00,2
801,2020-07-26 00:00:00,1087
802,2020-07-26 03:00:00,9
803,2020-07-26 06:00:00,8
804,2020-07-26 09:00:00,5
805,2020-07-26 12:00:00,2
806,2020-07-26 15:00:00,1
807,2020-07-27 00:00:00,8267
808,2020-07-27 03:00:00,14
809,2020-07-27 06:00:00,8
810,2020-07-27 09:00:00,3
811,2020-07-27 12:00:00,2
812,2020-07-28 00:00:00,7091
813,2020-07-28 03:00:00,14
814,2020-07-28 06:00:00,6
815,2020-07-28 09:00:00,1
816,2020-07-28 12:00:00,1
817,2020-07-28 15:00:00,1
818,2020-07-29 00:00:00,7737
819,2020-07-29 03:00:00,22
820,2020-07-29 06:00:00,9
821,2020-07-29 09:00:00,1
822,2020-07-30 00:00:00,7939
823,2020-07-30 03:00:00,14
824,2020-07-30 06:00:00,7
825,2020-07-30 09:00:00,2
826,2020-07-31 00:00:00,7518
827,2020-07-31 03:00:00,20
828,2020-07-31 06:00:00,4
829,2020-07-31 09:00:00,1
830,2020-08-01 00:00:00,2442
831,2020-08-01 03:00:00,14
832,2020-08-01 06:00:00,5
833,2020-08-01 09:00:00,2
834,2020-08-02 00:00:00,1324
835,2020-08-02 03:00:00,7
836,2020-08-02 09:00:00,3
837,2020-08-03 00:00:00,8349
838,2020-08-03 03:00:00,17
839,2020-08-03 06:00:00,5
840,2020-08-03 09:00:00,3
841,2020-08-03 15:00:00,2
842,2020-08-04 00:00:00,8823
843,2020-08-04 03:00:00,9
844,2020-08-04 06:00:00,9
845,2020-08-04 09:00:00,1
846,2020-08-04 15:00:00,1
847,2020-08-05 00:00:00,8535
848,2020-08-05 03:00:00,18
849,2020-08-05 06:00:00,6
850,2020-08-05 09:00:00,1
851,2020-08-05 12:00:00,2
852,2020-08-05 15:00:00,1
853,2020-08-06 00:00:00,8484
854,2020-08-06 03:00:00,10
855,2020-08-06 06:00:00,5
856,2020-08-06 09:00:00,1
857,2020-08-07 00:00:00,7816
858,2020-08-07 03:00:00,10
859,2020-08-07 06:00:00,8
860,2020-08-08 00:00:00,2301
861,2020-08-08 03:00:00,9
862,2020-08-08 06:00:00,4
863,2020-08-08 09:00:00,1
864,2020-08-09 00:00:00,1143
865,2020-08-09 03:00:00,5
866,2020-08-09 06:00:00,10
867,2020-08-09 09:00:00,5
868,2020-08-10 00:00:00,8322
869,2020-08-10 03:00:00,16
870,2020-08-10 06:00:00,7
871,2020-08-10 09:00:00,2
872,2020-08-10 15:00:00,1
873,2020-08-11 00:00:00,8004
874,2020-08-11 03:00:00,16
875,2020-08-11 06:00:00,9
876,2020-08-11 09:00:00,1
877,2020-08-11 15:00:00,1
878,2020-08-12 00:00:00,7730
879,2020-08-12 03:00:00,7
880,2020-08-12 06:00:00,1
881,2020-08-12 09:00:00,1
882,2020-08-12 12:00:00,1
883,2020-08-13 00:00:00,7894
884,2020-08-13 03:00:00,10
885,2020-08-13 06:00:00,6
886,2020-08-13 09:00:00,2
887,2020-08-14 00:00:00,7261
888,2020-08-14 03:00:00,7
889,2020-08-14 06:00:00,1
890,2020-08-14 09:00:00,2
891,2020-08-15 00:00:00,1871
892,2020-08-15 03:00:00,10
893,2020-08-15 06:00:00,7
894,2020-08-15 09:00:00,2
895,2020-08-16 00:00:00,1029
896,2020-08-16 03:00:00,10
897,2020-08-16 06:00:00,3
898,2020-08-17 00:00:00,8057
899,2020-08-17 03:00:00,15
900,2020-08-17 06:00:00,7
901,2020-08-17 09:00:00,1
902,2020-08-17 12:00:00,1
903,2020-08-18 00:00:00,8528
904,2020-08-18 03:00:00,10
905,2020-08-18 06:00:00,8
906,2020-08-18 09:00:00,2
907,2020-08-18 12:00:00,1
908,2020-08-18 18:00:00,1
909,2020-08-19 00:00:00,7912
910,2020-08-19 03:00:00,10
911,2020-08-19 06:00:00,4
912,2020-08-19 09:00:00,1
913,2020-08-19 12:00:00,1
914,2020-08-20 00:00:00,8184
915,2020-08-20 03:00:00,12
916,2020-08-20 06:00:00,7
917,2020-08-20 09:00:00,2
918,2020-08-20 12:00:00,1
919,2020-08-21 00:00:00,8063
920,2020-08-21 03:00:00,9
921,2020-08-21 06:00:00,6
922,2020-08-21 09:00:00,1
923,2020-08-21 18:00:00,1
924,2020-08-22 00:00:00,2116
925,2020-08-22 03:00:00,9
926,2020-08-22 06:00:00,2
927,2020-08-22 18:00:00,1
928,2020-08-23 00:00:00,1048
929,2020-08-23 03:00:00,12
930,2020-08-23 06:00:00,4
931,2020-08-23 09:00:00,1
932,2020-08-24 00:00:00,7687
933,2020-08-24 03:00:00,12
934,2020-08-24 06:00:00,9
935,2020-08-24 12:00:00,1
936,2020-08-25 00:00:00,7908
937,2020-08-25 03:00:00,16
938,2020-08-25 06:00:00,3
939,2020-08-25 09:00:00,2
940,2020-08-26 00:00:00,6704
941,2020-08-26 03:00:00,13
942,2020-08-26 09:00:00,1
943,2020-08-27 00:00:00,7803
944,2020-08-27 03:00:00,15
945,2020-08-27 06:00:00,2
946,2020-08-27 09:00:00,2
947,2020-08-28 00:00:00,6136
948,2020-08-28 03:00:00,18
949,2020-08-28 06:00:00,6
950,2020-08-28 12:00:00,1
951,2020-08-29 00:00:00,2245
952,2020-08-29 03:00:00,8
953,2020-08-29 06:00:00,4
954,2020-08-29 12:00:00,2
955,2020-08-30 00:00:00,3019
956,2020-08-30 03:00:00,5
957,2020-08-30 06:00:00,2
958,2020-08-31 00:00:00,7369
959,2020-08-31 03:00:00,9
960,2020-08-31 06:00:00,4
961,2020-08-31 09:00:00,1
962,2020-09-01 00:00:00,7986
963,2020-09-01 03:00:00,12
964,2020-09-01 06:00:00,4
965,2020-09-01 09:00:00,1
966,2020-09-01 15:00:00,1
967,2020-09-02 00:00:00,7860
968,2020-09-02 03:00:00,11
969,2020-09-02 06:00:00,2
970,2020-09-03 00:00:00,7903
971,2020-09-03 03:00:00,9
972,2020-09-03 06:00:00,2
973,2020-09-03 09:00:00,1
974,2020-09-04 00:00:00,6127
975,2020-09-04 03:00:00,10
976,2020-09-04 06:00:00,5
977,2020-09-04 09:00:00,3
978,2020-09-05 00:00:00,1798
979,2020-09-05 03:00:00,4
980,2020-09-05 06:00:00,2
981,2020-09-05 09:00:00,1
982,2020-09-06 00:00:00,757
983,2020-09-06 03:00:00,5
984,2020-09-06 06:00:00,2
985,2020-09-06 09:00:00,2
986,2020-09-07 00:00:00,1730
987,2020-09-07 03:00:00,8
988,2020-09-07 06:00:00,2
989,2020-09-07 09:00:00,5
990,2020-09-08 00:00:00,6569
991,2020-09-08 03:00:00,20
992,2020-09-08 06:00:00,2
993,2020-09-08 09:00:00,2
994,2020-09-09 00:00:00,5917
995,2020-09-09 03:00:00,9
996,2020-09-09 06:00:00,5
997,2020-09-10 00:00:00,6224
998,2020-09-10 03:00:00,5
999,2020-09-10 06:00:00,8
1000,2020-09-10 09:00:00,1
1001,2020-09-11 00:00:00,5637
1002,2020-09-11 03:00:00,6
1003,2020-09-12 00:00:00,1258
1004,2020-09-12 03:00:00,4
1005,2020-09-12 06:00:00,4
1006,2020-09-12 09:00:00,1
1007,2020-09-12 12:00:00,1
1008,2020-09-13 00:00:00,770
1009,2020-09-13 03:00:00,9
1010,2020-09-13 06:00:00,2
1011,2020-09-14 00:00:00,5820
1012,2020-09-14 03:00:00,12
1013,2020-09-14 06:00:00,1
1014,2020-09-14 09:00:00,3
1015,2020-09-15 00:00:00,5463
1016,2020-09-15 03:00:00,9
1017,2020-09-15 06:00:00,3
1018,2020-09-16 00:00:00,5731
1019,2020-09-16 03:00:00,9
1020,2020-09-16 06:00:00,2
1021,2020-09-17 00:00:00,5765
1022,2020-09-17 03:00:00,9
1023,2020-09-17 06:00:00,4
1024,2020-09-17 09:00:00,1
1025,2020-09-17 12:00:00,1
1026,2020-09-18 00:00:00,5172
1027,2020-09-18 03:00:00,13
1028,2020-09-18 06:00:00,2
1029,2020-09-18 09:00:00,1
1030,2020-09-19 00:00:00,1494
1031,2020-09-19 03:00:00,7
1032,2020-09-19 06:00:00,1
1033,2020-09-20 00:00:00,1019
1034,2020-09-20 03:00:00,10
1035,2020-09-20 06:00:00,4
1036,2020-09-21 00:00:00,4952
1037,2020-09-21 03:00:00,12
1038,2020-09-21 06:00:00,4
1039,2020-09-21 12:00:00,1
1040,2020-09-22 00:00:00,4872
1041,2020-09-22 03:00:00,8
1042,2020-09-22 06:00:00,1
1043,2020-09-23 00:00:00,4211
1044,2020-09-23 03:00:00,6
1045,2020-09-23 06:00:00,1
1046,2020-09-23 09:00:00,1
1047,2020-09-24 00:00:00,5106
1048,2020-09-24 03:00:00,10
1049,2020-09-24 06:00:00,3
1050,2020-09-24 09:00:00,1
1051,2020-09-24 12:00:00,3
1052,2020-09-25 00:00:00,4037
1053,2020-09-25 03:00:00,11
1054,2020-09-25 06:00:00,2
1055,2020-09-26 00:00:00,1512
1056,2020-09-26 03:00:00,3
1057,2020-09-26 06:00:00,4
1058,2020-09-27 00:00:00,751
1059,2020-09-27 03:00:00,5
1060,2020-09-27 12:00:00,1
1061,2020-09-27 15:00:00,2
1062,2020-09-28 00:00:00,5175
1063,2020-09-28 03:00:00,16
1064,2020-09-28 06:00:00,3
1065,2020-09-28 09:00:00,2
1066,2020-09-29 00:00:00,5469
1067,2020-09-29 03:00:00,6
1068,2020-09-29 06:00:00,1
1069,2020-09-29 09:00:00,2
1070,2020-09-30 00:00:00,5681
1071,2020-09-30 03:00:00,4
1072,2020-09-30 06:00:00,1
1073,2020-10-01 00:00:00,5584
1074,2020-10-01 03:00:00,8
1075,2020-10-01 06:00:00,1
1076,2020-10-01 12:00:00,1
1077,2020-10-02 00:00:00,4706
1078,2020-10-02 03:00:00,7
1079,2020-10-02 06:00:00,5
1080,2020-10-03 00:00:00,1391
1081,2020-10-03 03:00:00,1
1082,2020-10-03 06:00:00,1
1083,2020-10-04 00:00:00,889
1084,2020-10-04 03:00:00,4
1085,2020-10-05 00:00:00,5252
1086,2020-10-05 03:00:00,3
1087,2020-10-06 00:00:00,4881
1088,2020-10-06 03:00:00,10
1089,2020-10-06 06:00:00,3
1090,2020-10-06 09:00:00,1
1091,2020-10-07 00:00:00,4854
1092,2020-10-07 03:00:00,2
1093,2020-10-07 06:00:00,2
1094,2020-10-08 00:00:00,5618
1095,2020-10-08 03:00:00,9
1096,2020-10-08 06:00:00,1
1097,2020-10-09 00:00:00,4972
1098,2020-10-09 03:00:00,4
1099,2020-10-09 06:00:00,2
1100,2020-10-10 00:00:00,1239
1101,2020-10-10 03:00:00,4
1102,2020-10-11 00:00:00,541
1103,2020-10-11 03:00:00,5
1104,2020-10-11 06:00:00,4
1105,2020-10-12 00:00:00,789
1106,2020-10-12 03:00:00,2
1107,2020-10-12 06:00:00,3
1108,2020-10-13 00:00:00,4872
1109,2020-10-13 03:00:00,8
1110,2020-10-13 06:00:00,1
1111,2020-10-13 18:00:00,1
1112,2020-10-14 00:00:00,5094
1113,2020-10-14 03:00:00,3
1114,2020-10-14 06:00:00,1
1115,2020-10-15 00:00:00,4754
1116,2020-10-15 03:00:00,6
1117,2020-10-16 00:00:00,4493
1118,2020-10-16 03:00:00,3
1119,2020-10-16 06:00:00,1
1120,2020-10-17 00:00:00,1349
1121,2020-10-17 03:00:00,1
1122,2020-10-17 06:00:00,1
1123,2020-10-18 00:00:00,654
1124,2020-10-18 03:00:00,3
1125,2020-10-18 06:00:00,1
1126,2020-10-19 00:00:00,4769
1127,2020-10-19 03:00:00,2
1128,2020-10-20 00:00:00,4505
1129,2020-10-20 03:00:00,9
1130,2020-10-20 06:00:00,1
1131,2020-10-21 00:00:00,4606
1132,2020-10-21 03:00:00,5
1133,2020-10-21 06:00:00,3
1134,2020-10-22 00:00:00,4668
1135,2020-10-22 03:00:00,5
1136,2020-10-22 06:00:00,1
1137,2020-10-23 00:00:00,4461
1138,2020-10-23 03:00:00,2
1139,2020-10-24 00:00:00,1218
1140,2020-10-24 03:00:00,1
1141,2020-10-24 06:00:00,3
1142,2020-10-25 00:00:00,582
1143,2020-10-25 06:00:00,1
1144,2020-10-26 00:00:00,4930
1145,2020-10-26 03:00:00,2
1146,2020-10-27 00:00:00,5112
1147,2020-10-27 03:00:00,2
1148,2020-10-27 06:00:00,1
1149,2020-10-27 12:00:00,1
1150,2020-10-28 00:00:00,3504
1151,2020-10-28 03:00:00,1
1152,2020-10-28 06:00:00,1
1153,2020-10-28 09:00:00,1
1154,2020-10-29 00:00:00,5431
1155,2020-10-29 03:00:00,2
1156,2020-10-29 06:00:00,1
1157,2020-10-30 00:00:00,4251
1158,2020-10-30 03:00:00,5
1159,2020-10-30 06:00:00,2
1160,2020-10-31 00:00:00,1016
1161,2020-11-01 00:00:00,415
1162,2020-11-01 03:00:00,1
1163,2020-11-02 00:00:00,837
1164,2020-11-02 06:00:00,2
1165,2020-11-03 00:00:00,4987
1166,2020-11-03 03:00:00,3
1167,2020-11-03 06:00:00,1
1168,2020-11-04 00:00:00,4403
1169,2020-11-04 03:00:00,2
1170,2020-11-05 00:00:00,4898
1171,2020-11-05 03:00:00,3
1172,2020-11-05 06:00:00,4
1173,2020-11-06 00:00:00,4837
1174,2020-11-06 03:00:00,1
1175,2020-11-06 06:00:00,1
1176,2020-11-07 00:00:00,1816
1177,2020-11-08 00:00:00,709
1178,2020-11-08 03:00:00,1
1179,2020-11-09 00:00:00,4466
1180,2020-11-10 00:00:00,3153
1181,2020-11-11 00:00:00,2253
1182,2020-11-11 09:00:00,1
1183,2020-11-12 00:00:00,2100
1184,2020-11-13 00:00:00,1808
1185,2020-11-14 00:00:00,630
1186,2020-11-15 00:00:00,215
1187,2020-11-15 03:00:00,1
1188,2020-11-16 00:00:00,1113
1189,2020-11-17 00:00:00,1649
1190,2020-11-18 00:00:00,1136
1191,,81378
